fold,era,policy,decision_timestamp,pair,predicted_rank,target_weight,price_simple_contribution,carry_simple_contribution,gross_simple_contribution,gross_log_contribution
2009,2009-2018,supervised,2009-04-23T00:00:00+01:00,JPY/NZD,1,-0.800000011920929,0.01083355113555433,5.816048710993583e-05,0.010891711622664266,0.010834588423740967
2009,2009-2018,supervised,2009-04-23T00:00:00+01:00,JPY/NOK,3,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-23T00:00:00+01:00,JPY/SEK,2,-0.800000011920929,0.00542852156536682,3.047671469856951e-06,0.005431569236836677,0.005403082565436392
2009,2009-2018,supervised,2009-04-24T00:00:00+01:00,JPY/USD,2,-0.800000011920929,-0.005635556398282434,-3.244614480628057e-05,-0.005668002543088715,-0.005641979931978342
2009,2009-2018,supervised,2009-04-24T00:00:00+01:00,JPY/EUR,6,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-24T00:00:00+01:00,JPY/GBP,4,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-24T00:00:00+01:00,JPY/AUD,5,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-24T00:00:00+01:00,JPY/CHF,1,-0.800000011920929,-0.019071347295636896,-4.039236195779397e-05,-0.01911173965759469,-0.01902399492477718
2009,2009-2018,supervised,2009-04-24T00:00:00+01:00,JPY/CAD,3,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-24T00:00:00+01:00,JPY/NZD,7,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-24T00:00:00+01:00,JPY/NOK,8,0.800000011920929,0.025064688025307796,-0.00018784349743981448,0.02487684452786798,0.02476263137325476
2009,2009-2018,supervised,2009-04-24T00:00:00+01:00,JPY/SEK,9,0.800000011920929,0.009151006973046822,-9.31077884754712e-06,0.009141696194199274,0.009099725358240336
2009,2009-2018,supervised,2009-04-27T00:00:00+01:00,JPY/USD,1,-0.800000011920929,-0.0,-1.0739726187431648e-05,-1.0739726187431648e-05,-1.0692023056865098e-05
2009,2009-2018,supervised,2009-04-27T00:00:00+01:00,JPY/EUR,9,0.800000011920929,-0.006986011566577964,-6.300659180897584e-06,-0.006992312225758861,-0.006961254154328901
2009,2009-2018,supervised,2009-04-27T00:00:00+01:00,JPY/GBP,4,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-27T00:00:00+01:00,JPY/AUD,6,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-27T00:00:00+01:00,JPY/CHF,2,-0.800000011920929,0.008978311679570415,-1.3003032630831909e-05,0.008965308646939583,0.008925487027515536
2009,2009-2018,supervised,2009-04-27T00:00:00+01:00,JPY/CAD,3,0.0,0.0,-0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-27T00:00:00+01:00,JPY/NZD,8,0.800000011920929,0.007033596513319976,-5.947727141611315e-05,0.006974119241903863,0.006943141979078246
2009,2009-2018,supervised,2009-04-27T00:00:00+01:00,JPY/NOK,7,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-27T00:00:00+01:00,JPY/SEK,5,0.0,-0.0,-0.0,-0.0,-0.0
2009,2009-2018,supervised,2009-04-28T00:00:00+01:00,JPY/USD,4,0.0,-0.0,0.0,0.0,0.0
2009,2009-2018,supervised,2009-04-28T00:00:00+01:00,JPY/EUR,9,0.800000011920929,-0.01567210975221999,-6.231646345997962e-06,-0.015678341398565988,-0.01559743799742156
