scenario,fold,policy,status,error,result_path,pairs_path,coverage.measurement_start,coverage.measurement_end,coverage.first_decision,coverage.last_mark,coverage.planned_last_mark,coverage.initial_flat_seconds,coverage.trailing_coverage_gap_seconds,coverage.elapsed_seconds,metrics.steps,metrics.cumulative_log_return,metrics.gross_cumulative_log_return,metrics.annualized_net_return,metrics.annualized_gross_return,metrics.final_equity_ratio,metrics.sharpe_annualized,metrics.max_drawdown,metrics.total_cost_ratio,metrics.mean_gross_leverage,metrics.mean_weight_turnover,metrics.total_weight_turnover,metrics.terminated_by_margin_call,metrics.eval_start,metrics.eval_end,metrics.annualized_gross_minus_net,metrics.total_price_pnl_jpy,metrics.total_financing_jpy,metrics.total_spread_jpy,metrics.total_commission_jpy,metrics.total_overnight_jpy,metrics.total_actual_traded_notional_jpy,metrics.mean_target_gross_exposure,metrics.mean_target_net_exposure
F0,2023,ppo_ens3,complete,,fold-2023/F0-ppo_ens3.json.gz,fold-2023/F0-ppo_ens3-pairs.csv.gz,2023-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,2023-12-29T00:00:00+00:00,86400.0,259200.0,31190400.0,259.0,-0.03470987716410767,-0.018441935296488257,-0.034509012261743376,-0.01848604712018546,0.9658856010813257,-0.3757499231225808,0.11942972047062828,0.015687850859386183,1.4939635846232606,0.5520186139514281,142.9728210134199,False,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,0.016022965141557915,-31666.613301217993,13240.065241931346,5300.93211307816,0.0,10386.918746308023,138539608.0898179,1.4941722313873134,-0.24550756343181243
F1,2023,canonical,complete,,fold-2023/F1-canonical.json.gz,fold-2023/F1-canonical-pairs.csv.gz,2023-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,2023-12-29T00:00:00+00:00,86400.0,259200.0,31190400.0,259.0,-0.013041109875199547,0.03282399829308045,-0.013107973273980477,0.033768052585755,0.987043556948771,-0.12086578814718683,0.10450007161785291,0.046835191711610505,3.199439416943623,1.2046332225836383,312.0000046491623,False,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,0.04687602585973548,25805.02670794556,8073.721952437424,23281.967027253904,0.0,23553.2246843566,323571924.2989189,3.200000047683716,0.0
F1,2023,ridge,complete,,fold-2023/F1-ridge.json.gz,fold-2023/F1-ridge-pairs.csv.gz,2023-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,2023-12-29T00:00:00+00:00,86400.0,259200.0,31190400.0,259.0,0.02229654822644033,0.1343454674339933,0.022815421670015483,0.1455983728756897,1.0225469740046518,0.19716010164186415,0.09076320868558041,0.11486219005975805,3.1991416300776274,4.614671883435784,1195.2000178098679,False,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,0.1227829512056742,140732.08864986544,-3322.9245854543924,91189.43313015283,0.0,23672.756929605166,1226491729.7502742,3.200000047683716,0.0
F1,2023,ppo_ens3,complete,,fold-2023/F1-ppo_ens3.json.gz,fold-2023/F1-ppo_ens3-pairs.csv.gz,2023-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,2023-12-29T00:00:00+00:00,86400.0,259200.0,31190400.0,259.0,-0.04018357317713569,-0.018441935296485717,-0.03984125468220009,-0.018486047120182942,0.9606130801703039,-0.43501441191862067,0.12229954624515482,0.020929561480453152,1.4939948551614646,0.5520186139514281,142.9728210134199,False,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,0.021355207562017146,-31673.218704677074,13215.860355433411,10573.565869956077,0.0,10355.995610497064,138167829.04767585,1.4941722313873134,-0.24550756343181243
F2,2023,canonical,complete,,fold-2023/F2-canonical.json.gz,fold-2023/F2-canonical-pairs.csv.gz,2023-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,2023-12-29T00:00:00+00:00,86400.0,259200.0,31190400.0,259.0,-0.024760376203904436,0.032823998293081295,-0.02474068230230139,0.03376805258575589,0.9755436474949942,-0.22951723012004877,0.10891044674415984,0.058431245900189596,3.199584053538835,1.2046332225836383,312.0000046491623,False,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,0.05850873488805727,25943.32252679775,8031.57086838521,11581.130084644241,0.0,46850.11581554534,321940557.0656835,3.200000047683716,0.0
F2,2023,ridge,complete,,fold-2023/F2-ridge.json.gz,fold-2023/F2-ridge-pairs.csv.gz,2023-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,2023-12-29T00:00:00+00:00,86400.0,259200.0,31190400.0,259.0,0.04368850146048714,0.13434546743399467,0.04519434037204404,0.1455983728756913,1.0446568951038349,0.38660194468362,0.08016560626616764,0.09388965903160869,3.198877215221396,4.614671883435784,1195.2000178098679,False,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,0.10040403250364727,141906.5110190887,-3359.9568836460926,46065.75270497582,0.0,47823.906326632874,1239048189.3059719,3.200000047683716,0.0
F2,2023,ppo_ens3,complete,,fold-2023/F2-ppo_ens3.json.gz,fold-2023/F2-ppo_ens3-pairs.csv.gz,2023-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,2023-12-29T00:00:00+00:00,86400.0,259200.0,31190400.0,259.0,-0.0455053617217954,-0.018441935296489256,-0.04499727935688203,-0.018486047120186457,0.9555144793554099,-0.49272778337825524,0.12458509616201319,0.025940179485460943,1.494029605039582,0.5520186139514281,142.9728210134199,False,2023-01-02T00:00:00+00:00,2023-12-29T00:00:00+00:00,0.026511232236695575,-31750.750334342672,13205.4091752144,5276.078720436785,0.0,20664.100765024166,137885101.82748792,1.4941722313873134,-0.24550756343181243
F0,2024,canonical,complete,,fold-2024/F0-canonical.json.gz,fold-2024/F0-canonical-pairs.csv.gz,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,0.16203066817911715,0.1998047900641136,0.17602681147380606,0.2213314824239449,1.1758963033664747,1.7176878108753728,0.0490995629545522,0.04106294040650665,3.1976971313274496,1.446743316577312,377.60000562667847,False,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.04530467095013885,219174.51377862715,-2215.2700056462722,15721.376983965118,0.0,25341.56342254153,415008007.35003394,3.200000047683716,0.0
F0,2024,ridge,complete,,fold-2024/F0-ridge.json.gz,fold-2024/F0-ridge-pairs.csv.gz,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,-0.1028733832461772,-0.03174425742021146,-0.09782236567554606,-0.03126676092308713,0.9022412051021005,-1.1782282774799049,0.11202788678319675,0.06857956593398283,3.2011345317951267,4.953256778790119,1292.8000192642212,False,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.06655560475245892,-22349.353354453197,-6829.875609464462,46063.74320581948,0.0,22515.822728163366,1248366864.9126718,3.200000047683716,0.0
F0,2024,ppo_ens3,complete,,fold-2024/F0-ppo_ens3.json.gz,fold-2024/F0-ppo_ens3-pairs.csv.gz,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,0.18894133744697278,0.21128148130508176,0.20812642358463704,0.23543878027025072,1.2079700877950394,1.3497526647064693,0.09039255599899465,0.024362511369130768,2.0288473463037877,0.8025318730463741,209.46081886510365,False,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.027312356685613687,192137.38068754718,40195.218476625756,8395.204911053419,0.0,15967.306458077353,227658733.4025891,2.031306788286449,-0.9717370861158523
F1,2024,canonical,complete,,fold-2024/F1-canonical.json.gz,fold-2024/F1-canonical-pairs.csv.gz,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,0.1475980052737592,0.1998047900641084,0.15916405118456753,0.22133148242393852,1.1590468719695772,1.5635336282440284,0.04991758214249031,0.056373447997020154,3.197873987416774,1.446743316577312,377.60000562667847,False,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.06216743123937099,217623.207518246,-2202.8875516455914,31213.805674854913,0.0,25159.64232216527,412047209.265737,3.200000047683716,0.0
F1,2024,ridge,complete,,fold-2024/F1-ridge.json.gz,fold-2024/F1-ridge-pairs.csv.gz,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,-0.15065097251793635,-0.031744257420212155,-0.13994088877625047,-0.031266760923087805,0.8601478615159229,-1.7246566724272059,0.15028441401256698,0.11201213639389172,3.2017206025997362,4.953256778790119,1292.8000192642212,False,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.10867412785316266,-21171.293097130794,-6668.7089930562715,90019.0601930931,0.0,21993.07620079857,1219825860.8304565,3.200000047683716,0.0
F1,2024,ppo_ens3,complete,,fold-2024/F1-ppo_ens3.json.gz,fold-2024/F1-ppo_ens3-pairs.csv.gz,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,0.18125560744462288,0.21128148130508817,0.1988703700196005,0.23543878027025866,1.1987215422874389,1.294851862656923,0.09247930394975434,0.032629729418611864,2.028906600538251,0.8025318730463741,209.46081886510365,False,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.03656841025065816,191303.2466574184,40048.02504863286,16724.365206453815,0.0,15905.364212158054,226768023.39234263,2.031306788286449,-0.9717370861158523
F2,2024,canonical,complete,,fold-2024/F2-canonical.json.gz,fold-2024/F2-canonical-pairs.csv.gz,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,0.13868283209651727,0.19980479006411322,0.14886881635956872,0.22133148242394443,1.1487596925142007,1.4699559898559105,0.050077180278732536,0.06561730202226297,3.1979832558859607,1.446743316577312,377.60000562667847,False,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.07246266606437571,216574.75648008886,-2197.7619436262758,15532.330419115562,0.0,50084.97160314741,410118866.5686734,3.200000047683716,0.0
F2,2024,ridge,complete,,fold-2024/F2-ridge.json.gz,fold-2024/F2-ridge-pairs.csv.gz,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,-0.1262527734807499,-0.03174425742021268,-0.11868418854882155,-0.03126676092308831,0.8813920260926824,-1.4446214154147323,0.1304076676528333,0.09007073893243657,3.2014214193413855,4.953256778790119,1292.8000192642212,False,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.08741742762573323,-21786.28436916791,-6750.950605713018,45548.942286519545,0.0,44521.796645916984,1234429929.5212994,3.200000047683716,0.0
F2,2024,ppo_ens3,complete,,fold-2024/F2-ppo_ens3.json.gz,fold-2024/F2-ppo_ens3-pairs.csv.gz,2024-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.0,86400.0,31536000.0,261.0,0.1742846497545431,0.21128148130508562,0.19053647254708214,0.2354387802702555,1.190394363062056,1.2455952753633257,0.09434280876694967,0.04002621435698878,2.0289678619083014,0.8025318730463741,209.46081886510365,False,2024-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,0.04490230772317336,190508.37368795037,39912.20373109432,8331.257451151858,0.0,31694.956905836912,225933612.866144,2.031306788286449,-0.9717370861158523
F0,2025,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2025-01-01 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2025,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2025-01-01 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0,2025,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2025-01-01 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2025,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2025-01-01 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2025,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2025-01-01 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,2025,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2025-01-01 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2025,canonical,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2025-01-01 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2025,ridge,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2025-01-01 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,2025,ppo_ens3,blocked_input,"ValueError: Missing expected bar for pairs ('JPY/USD', 'JPY/EUR', 'JPY/GBP', 'JPY/AUD', 'JPY/CHF', 'JPY/CAD', 'JPY/NZD', 'JPY/NOK', 'JPY/SEK') at 2025-01-01 00:00:00+00:00: /home/tsuyoshi/workspace/projects/forex-trainer/data/jpy_9pairs_1d_2003_carry.parquet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
