fold,era,policy,years,decisions,mean_tail_spread,annualized_gross_return,annualized_net_return,gross_cumulative_log_return,cumulative_log_return,total_cost_ratio,max_abs_accounting_residual,scaled_tail_spread,weighted_price_log_return,price_log_return,gross_log_return,net_log_return
2014,2009-2018,supervised,0.7557608943645905,198,0.00036835982231057143,0.1549775590570826,0.06893087659708826,0.1088907207256933,0.0503782414314929,0.056942353276440046,2.3158558404290375e-16,0.15440914259807273,0.15440914489894825,0.14833483252941365,0.14408091439719659,0.0666589682095799
2014,2009-2018,reversal,0.7557608943645905,198,-2.7101808201416917e-05,-0.015884047523596474,-0.04959510663194251,-0.012100904096138117,-0.038443426690928845,0.026776208178431377,2.6064220226551527e-16,-0.01136054127996064,-0.011360541449245892,-0.01972846782586701,-0.016011550989697622,-0.05086718164115958
2014,2009-2018,ppo,0.7557608943645905,198,0.00014211063267849803,-0.013075353377719428,-0.04375483571666398,-0.009947013773005439,-0.033813461000989344,0.024111002934166056,1.8453120975703285e-16,0.05956996289203281,-0.0025529354290736795,-0.025398981055699335,-0.013161588337232554,-0.04474095081278077
2015,2009-2018,supervised,0.7557608943645905,198,1.178938964795239e-05,-0.007046957156274045,-0.07787905390870568,-0.005344668664647702,-0.061276251439326634,0.0527973727904,2.185751579730777e-16,0.004941878666018342,0.004941878739658029,-0.006674875656257493,-0.0070719042285738495,-0.08107888605541695
2015,2009-2018,reversal,0.7557608943645905,198,0.00026821767301599294,0.10957309691881739,0.0697509541279984,0.07858049895612845,0.050957834477715375,0.029483812917640594,3.46077333457373e-16,0.11243153680623641,0.11243153848159684,0.09582450314296807,0.10397534397727125,0.0674258682311929
2015,2009-2018,ppo,0.7557608943645905,198,-0.0002804039880828567,-0.34532768776005773,-0.36572754195237245,-0.3201557740844601,-0.3440803050438344,0.020489762801320855,2.5890747878953846e-16,-0.11753979874724128,-0.3725421266159602,-0.4411051968797109,-0.42362045518858527,-0.45527667230403807
2016,2009-2018,supervised,0.7530230435774583,197,-0.0002689913561326364,-0.11272703546322312,-0.17402699376682845,-0.0900635176106516,-0.14397287490850758,0.051103960039370865,1.960237527853792e-16,-0.1125942641146886,-0.11259426579247382,-0.11708645851803752,-0.11960260496515254,-0.19119318610028443
2016,2009-2018,reversal,0.7530230435774583,197,9.38807281195647e-05,0.015308035205205527,-0.018260807995870577,0.011439963287085263,-0.01387790933706716,0.02507335726645383,2.181414771040835e-16,0.03929654710525858,0.039296547690822754,0.02604495794555414,0.015192049412905532,-0.018429594493066314
2016,2009-2018,ppo,0.7530230435774583,197,-5.715293833083417e-05,0.020116335106939293,0.0019153267994546236,0.014997715090089292,0.0014409057533411318,0.0126221476286553,1.9081958235744878e-16,-0.023923047661722572,0.0411135728121864,0.014765813272383728,0.019916674818924823,0.0019134948998315955
2017,2009-2018,supervised,0.7584987451517226,195,-1.6809610325096125e-07,-0.00810957854677342,-0.07496917084263133,-0.006176182255140009,-0.05910845192891542,0.050363709965156385,1.9927635930283571e-16,-6.914445745563857e-05,-6.91444584859997e-05,-0.005492750525457138,-0.008142640043398604,-0.07792821320632766
2017,2009-2018,reversal,0.7584987451517226,195,-5.402590644696378e-05,-0.019509834374019222,-0.051971930649740615,-0.014944445430338363,-0.04048196406616871,0.024362488641444194,2.3245294578089215e-16,-0.022222954117189695,-0.0222229544483375,-0.027336459944738767,-0.019702663354240653,-0.05337116814619265
2017,2009-2018,ppo,0.7584987451517226,195,0.00010817396129863332,-0.019715797318916775,-0.040841544544530026,-0.015103793327120599,-0.03162862997127602,0.015345673330053393,1.93421667571414e-16,0.04449615261844964,-0.014256518457020188,-0.018292018008039028,-0.019912746624385497,-0.0416989878670786
2018,2009-2018,supervised,0.7612365959388546,198,4.897600089274608e-05,0.013672084099944283,-0.054126530930640744,0.010337185259152153,-0.04236013130384084,0.05092664171239743,2.3418766925686896e-16,0.020382095613369896,0.020382095917086777,0.01657584073940075,0.013579464406073398,-0.055646472502542906
2018,2009-2018,reversal,0.7612365959388546,198,-0.0003320403773727804,-0.13463171613139654,-0.16333337393393726,-0.11007488862967438,-0.13575100551820296,0.02412359554332245,2.1423834928313568e-16,-0.13818357145844065,-0.13818357351753638,-0.14296149015963755,-0.14460010096324377,-0.1783295840510366
2018,2009-2018,ppo,0.7612365959388546,198,3.5412022916091136e-05,0.5623785988814457,0.5162473616067673,0.3396709269349364,0.3168559340754191,0.02672854101716063,2.983724378680108e-16,0.014737243216718387,0.4680343181761306,0.4467796026368805,0.4462094028939986,0.41623844119663184
2019,2019-2025,supervised,0.7611225188227242,197,-0.00020859560399636082,-0.08718098795974838,-0.14982944932182088,-0.06942780934529598,-0.12354411469282614,0.04993249124411377,2.0469737016526324e-16,-0.0863846920221879,-0.08638469330942007,-0.0888676302563709,-0.0912176523862207,-0.16231830176818254
2019,2019-2025,reversal,0.7611225188227242,197,-5.186101063179325e-05,-0.024289224312575807,-0.05825681438975015,-0.01871529707923065,-0.045684604495067116,0.0260059034912221,2.0122792321330962e-16,-0.021476950355411275,-0.021476950675442738,-0.0261376006310012,-0.02458907287118343,-0.06002266831591102
2019,2019-2025,ppo,0.7611225188227242,197,-0.0002948698931973143,-0.16468502417452172,-0.17945595567588216,-0.1369612638444469,-0.15054066483075845,0.012949666880446879,2.2724877535296173e-16,-0.12211304755449125,-0.17661297188583266,-0.18145052567633294,-0.17994640870210155,-0.19778769003393712
2020,2019-2025,supervised,0.7584987451517226,199,0.0001809200402098805,0.07014217325742911,0.0013328523571363323,0.0514197766703833,0.0010102937036538528,0.05154632525952987,2.983724378680108e-16,0.07594599354452888,0.0759459946762124,0.06928203209182705,0.06779151185029027,0.001331964897913923
2020,2019-2025,reversal,0.7584987451517226,199,0.00037968986156532186,0.16110042901386726,0.11995167957885175,0.11329559313019807,0.08592694080090481,0.028478579012207912,2.8015784137025435e-16,0.15938490695619575,0.15938490933121596,0.1514142282944675,0.14936820113991822,0.11328554114313905
2020,2019-2025,ppo,0.7584987451517226,199,-3.5329662145625e-05,-0.14927853963403687,-0.16825961677126447,-0.12262688093821489,-0.1397419603691088,0.016326178250605276,2.2898349882893854e-16,-0.014830564320731847,-0.15493789993362447,-0.15851508729518948,-0.1616705126040595,-0.18423492624388746
2021,2019-2025,supervised,0.7530230435774583,197,-5.819574742074394e-05,-0.02885705925631402,-0.09377857046409807,-0.022049728360474086,-0.07415138344061387,0.0479903199675201,2.0946785972419946e-16,-0.02435954615661328,-0.024359546519598842,-0.028701796750884547,-0.029281611696396887,-0.09847159933955782
2021,2019-2025,reversal,0.7530230435774583,197,0.000475719164518349,0.2133205138337437,0.16918934620211362,0.14560515875972613,0.11770551551252732,0.030511168721402557,3.0227556568895864e-16,0.1991262842951228,0.1991262872623356,0.19201549231780776,0.19336082740308427,0.1563106421728245
2021,2019-2025,ppo,0.7530230435774583,197,0.00017739315768547508,-0.03542440312121206,-0.05670464475755262,-0.027159335097140393,-0.04395835066275454,0.016858614405949306,2.1423834928313568e-16,0.0742531371109498,-0.030296805418615923,-0.03486458834955042,-0.036067070362298545,-0.058375837283700396
2022,2019-2025,supervised,0.7502851927903262,196,-5.165991146070962e-06,-0.010417410162053272,-0.07693488190218888,-0.007857024945422706,-0.06006445361243598,0.04984524158897696,1.9081958235744878e-16,-0.0021592520270629903,-0.0021592520592383867,-0.010918811836061252,-0.010472051189231479,-0.08005549648268417
2022,2019-2025,reversal,0.7502851927903262,196,0.00028761795446719023,0.11418421996811354,0.07631240116794648,0.08112270764211835,0.0551765397369157,0.026599967903136987,3.382710778154774e-16,0.12021694068820203,0.120216942479574,0.10312754073925662,0.10812249584777398,0.07354075525829451
2022,2019-2025,ppo,0.7502851927903262,196,-2.9181830052703624e-05,0.0020076930297773616,-0.022537451631452324,0.0015048322362847116,-0.017102977215206497,0.01805266103629295,2.437286483747414e-16,-0.012197257779396608,0.0350894190755616,0.0013739109796412283,0.002005680307628369,-0.02279530154606966
2023,2019-2025,supervised,0.7584987451517226,197,0.0002885462176520959,0.11753561925081105,0.04308766916142862,0.08428887166840585,0.031997441964201276,0.05393011253703159,2.489328188026718e-16,0.11990760483822285,0.11990760662498537,0.114262836678653,0.11112592104756289,0.04218522729104954
2023,2019-2025,reversal,0.7584987451517226,197,-5.741558253293827e-05,-0.021250960292686076,-0.05411616080889941,-0.01629256276947772,-0.0421994637794485,0.025271210452027328,2.498001805406602e-16,-0.023859487876624133,-0.023859488232158207,-0.029906372336558233,-0.021480012819558084,-0.055635509022506476
2023,2019-2025,ppo,0.7584987451517226,197,-6.425512722008055e-05,-0.012159572029869881,-0.028122744445984362,-0.009279552858307581,-0.02163675528067144,0.011882339486201475,2.1055206189668496e-16,-0.02670171339007047,-0.019311509229840488,-0.024388701649448036,-0.012234104430128479,-0.028525762789948242
2024,2019-2025,supervised,0.7611225188227242,198,-9.97745485698299e-05,-0.05117796700187657,-0.11622230871548386,-0.039984832511163734,-0.09403648049366368,0.051987678293677154,2.38524477946811e-16,-0.04152889476429245,-0.04152889538312123,-0.04585414623488858,-0.05253402904569264,-0.12354972841838367
2024,2019-2025,reversal,0.7611225188227242,198,0.0004286542035313626,0.18848868867503207,0.144668419414085,0.13143253209634198,0.10283907296339986,0.029673517708660006,2.706168622523819e-16,0.1784175981138784,0.17841760077250782,0.17304909149513284,0.17268249046111117,0.13511500503554605
2024,2019-2025,ppo,0.7611225188227242,198,-0.00015397443153066268,0.3005534793884232,0.27133846832591246,0.2000153313390662,0.18272287913055785,0.01911911314482848,3.174543961037557e-16,-0.06408836777601008,0.2382641101150988,0.22097422742189599,0.2627899272359494,0.24007025756272032
2025,2019-2025,supervised,0.7502851927903262,193,0.0006630507234908821,0.30100321356556775,0.2109107765983076,0.19742679659642884,0.14358416643731992,0.06033950867274114,2.9566193243679706e-16,0.272896313803708,0.27289631787018,0.26753888833703654,0.2631356696007747,0.19137278439859304
2025,2019-2025,reversal,0.7502851927903262,193,0.0007823114379187666,0.3837033321249148,0.33155725587396784,0.24366522931547147,0.2148435094907796,0.03320865484618092,3.071544754651434e-16,0.3219812603936409,0.32198126519153564,0.3133086865962921,0.3247634788170021,0.2863491263792267
2025,2019-2025,ppo,0.7502851927903262,193,0.00046798268762587614,0.23723979461115438,0.21256320463903658,0.159722907453751,0.14460731955787287,0.01621174747995878,2.5305278705811673e-16,0.19261083029164347,0.20746507465279787,0.19526775599117097,0.21288292637062206,0.1927364700082581
