decision_index,decision_timestamp,target_timestamp,pair,state,score,score_changed,rank,target_weight,previous_weight,marked_exposure_jpy,signed_trade_jpy,signed_target_change_jpy,signed_drift_jpy,traded_notional_jpy,spread_jpy,commission_jpy,trading_cost_jpy,overnight_jpy,cost_jpy,cost_ratio,price_simple_contribution,carry_simple_contribution,gross_simple_contribution,net_simple_contribution,fold,era,policy
149,2018-10-24T00:00:00+01:00,2018-10-25T00:00:00+01:00,JPY/CHF,inactive,-7.289748995717655e-05,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,2009-2018,supervised
149,2018-10-24T00:00:00+01:00,2018-10-25T00:00:00+01:00,JPY/CAD,inactive,3.1999019976478814e-05,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2018,2009-2018,supervised
149,2018-10-24T00:00:00+01:00,2018-10-25T00:00:00+01:00,JPY/NZD,entry,-0.00045858392438804553,True,1,-0.800000011920929,0.0,0.0,-770043.242884734,-770043.242884734,0.0,770043.242884734,30.80172971538936,0.0,30.80172971538936,15.40086485769468,46.20259457308404,4.8000000715255743e-05,-0.008540064970831651,4.007257531773137e-05,-0.00849999239551392,-0.008547992396229175,2018,2009-2018,supervised
149,2018-10-24T00:00:00+01:00,2018-10-25T00:00:00+01:00,JPY/NOK,entry,0.0002124529344364177,True,8,0.800000011920929,0.0,0.0,770043.242884734,770043.242884734,0.0,770043.242884734,46.202594573084035,0.0,46.202594573084035,15.40086485769468,61.60345943077871,6.400000095367431e-05,0.00851802244749864,-2.102146889357912e-05,0.008497000978605061,0.008433000977651386,2018,2009-2018,supervised
149,2018-10-24T00:00:00+01:00,2018-10-25T00:00:00+01:00,JPY/SEK,reversal,-0.00043497762633300545,True,2,-0.800000011920929,0.800000011920929,770700.3999158647,-1540743.6428005986,-1540086.485769468,-657.1570311307441,1540743.6428005986,92.44461856803592,0.0,92.44461856803592,15.40086485769468,107.8454834257306,0.00011204096500216594,-0.01118114658795398,-1.713481296466709e-05,-0.011198281400918646,-0.011310322365920812,2018,2009-2018,supervised
150,2018-10-25T00:00:00+01:00,2018-10-26T00:00:00+01:00,JPY/USD,inactive,0.0001315609601662453,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2018,2009-2018,supervised
150,2018-10-25T00:00:00+01:00,2018-10-26T00:00:00+01:00,JPY/EUR,inactive,0.0001836525979810569,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2018,2009-2018,supervised
150,2018-10-25T00:00:00+01:00,2018-10-26T00:00:00+01:00,JPY/GBP,inactive,-1.2232573176181469e-05,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2018,2009-2018,supervised
150,2018-10-25T00:00:00+01:00,2018-10-26T00:00:00+01:00,JPY/AUD,retained,0.00020282219573277728,True,8,0.800000011920929,0.800000011920929,776127.0399268264,-10120.325397887034,0.0,-10120.325397887034,10120.325397887034,0.30360976193661104,0.0,0.30360976193661104,15.320134290578787,15.623744052515399,1.631708337693645e-05,-0.004435021219099962,-4.073728678415667e-05,-0.004475758505884119,-0.004492075589261056,2018,2009-2018,supervised
150,2018-10-25T00:00:00+01:00,2018-10-26T00:00:00+01:00,JPY/CHF,inactive,3.4412834963100994e-05,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2018,2009-2018,supervised
150,2018-10-25T00:00:00+01:00,2018-10-26T00:00:00+01:00,JPY/CAD,entry,0.0004998152600197794,True,9,0.800000011920929,0.0,0.0,766006.7145289393,766006.7145289393,0.0,766006.7145289393,26.810235008512876,0.0,26.810235008512876,15.320134290578787,42.13036929909166,4.400000065565109e-05,-0.0009680263310201435,-3.058212832518089e-05,-0.0009986084593453244,-0.0010426084600009755,2018,2009-2018,supervised
150,2018-10-25T00:00:00+01:00,2018-10-26T00:00:00+01:00,JPY/NZD,retained,-0.00016719596686314443,True,1,-0.800000011920929,-0.800000011920929,-778263.5169179741,12256.802389034769,0.0,12256.802389034769,12256.802389034769,0.4902720955613908,0.0,0.4902720955613908,15.320134290578787,15.810406386140178,1.6512029277922243e-05,0.0049093639504232366,3.9405999511743696e-05,0.00494876994993498,0.004932257920657058,2018,2009-2018,supervised
150,2018-10-25T00:00:00+01:00,2018-10-26T00:00:00+01:00,JPY/NOK,exit,2.296967679330355e-05,True,4,0.0,0.800000011920929,778242.2997981044,-778242.2997981044,-766006.7145289393,-12235.585269165109,778242.2997981044,46.69453798788627,0.0,46.69453798788627,0.0,46.69453798788627,4.8766714753830016e-05,-0.0,-0.0,-0.0,-4.8766714753830016e-05,2018,2009-2018,supervised
150,2018-10-25T00:00:00+01:00,2018-10-26T00:00:00+01:00,JPY/SEK,retained,-0.00015260669810230948,True,2,-0.800000011920929,-0.800000011920929,-780805.7006965579,14798.98616761854,0.0,14798.98616761854,14798.98616761854,0.8879391700571124,0.0,0.8879391700571124,15.320134290578787,16.208073460635898,1.6927343737055644e-05,0.0022468429555126236,-1.685116967869414e-05,0.0022299917858339294,0.0022130644420968737,2018,2009-2018,supervised
151,2018-10-26T00:00:00+01:00,2018-10-29T00:00:00+00:00,JPY/USD,inactive,3.255420772590307e-05,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2018,2009-2018,supervised
151,2018-10-26T00:00:00+01:00,2018-10-29T00:00:00+00:00,JPY/EUR,inactive,-0.00030564413103372845,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,2009-2018,supervised
151,2018-10-26T00:00:00+01:00,2018-10-29T00:00:00+00:00,JPY/GBP,entry,0.00037200538776196264,True,8,0.800000011920929,0.0,0.0,767203.1186608047,767203.1186608047,0.0,767203.1186608047,23.016093559824142,0.0,23.016093559824142,46.67152305186562,69.68761661168976,7.266666774948438e-05,0.0027357040256574343,-4.7775485080991036e-05,0.0026879285405764434,0.002615261872826959,2018,2009-2018,supervised
151,2018-10-26T00:00:00+01:00,2018-10-29T00:00:00+00:00,JPY/AUD,exit,0.00012042349974351755,True,7,0.0,0.800000011920929,761760.144551082,-761760.144551082,-767203.1186608047,5442.974109722651,761760.144551082,22.85280433653246,0.0,22.85280433653246,0.0,22.85280433653246,2.3829730741404295e-05,0.0,-0.0,0.0,-2.3829730741404295e-05,2018,2009-2018,supervised
151,2018-10-26T00:00:00+01:00,2018-10-29T00:00:00+00:00,JPY/CHF,entry,-0.00044180984555377634,True,2,-0.800000011920929,0.0,0.0,-767203.1186608047,-767203.1186608047,0.0,767203.1186608047,26.85210915312816,0.0,26.85210915312816,46.67152305186562,73.52363220499379,7.666666780908902e-05,-0.0014692842274425452,-5.7991707422346574e-05,-0.0015272759348648917,-0.0016039426026739807,2018,2009-2018,supervised
151,2018-10-26T00:00:00+01:00,2018-10-29T00:00:00+00:00,JPY/CAD,exit,2.5759856915557377e-05,True,5,0.0,0.800000011920929,765079.8212059984,-765079.8212059984,-767203.1186608047,2123.2974548062775,765079.8212059984,26.777793742209944,0.0,26.777793742209944,0.0,26.777793742209944,2.7922508123243586e-05,0.0,-0.0,0.0,-2.7922508123243586e-05,2018,2009-2018,supervised
151,2018-10-26T00:00:00+01:00,2018-10-29T00:00:00+00:00,JPY/NZD,reversal,0.0010524131798017966,True,9,0.800000011920929,-0.800000011920929,-761305.957411373,1528509.0760721778,1534406.2373216094,-5897.161249431665,1528509.0760721778,61.14036304288712,0.0,61.14036304288712,46.67152305186562,107.81188609475274,0.00011242069806959765,0.0037265815295537963,-0.00012116178396266025,0.003605419745591136,0.0034929990475215385,2018,2009-2018,supervised
151,2018-10-26T00:00:00+01:00,2018-10-29T00:00:00+00:00,JPY/NOK,entry,-0.0005521702422156701,True,1,-0.800000011920929,0.0,0.0,-767203.1186608047,-767203.1186608047,0.0,767203.1186608047,46.032187119648285,0.0,46.032187119648285,46.67152305186562,92.7037101715139,9.666666810711225e-05,-0.004378811517683326,6.361295862027025e-05,-0.0043151985590630555,-0.004411865227170168,2018,2009-2018,supervised
151,2018-10-26T00:00:00+01:00,2018-10-29T00:00:00+00:00,JPY/SEK,exit,-0.0003497683533738318,True,3,0.0,-0.800000011920929,-763855.343572979,763855.343572979,767203.1186608047,-3347.775087825721,763855.343572979,45.83132061437874,0.0,45.83132061437874,0.0,45.83132061437874,4.779054743919157e-05,0.0,0.0,0.0,-4.779054743919157e-05,2018,2009-2018,supervised
152,2018-10-29T00:00:00+00:00,2018-10-30T00:00:00+00:00,JPY/USD,entry,0.0001906396720858072,True,8,0.800000011920929,0.0,0.0,767197.679424077,767197.679424077,0.0,767197.679424077,11.507965191361157,0.0,11.507965191361157,15.343953588481542,26.8519187798427,2.800000041723252e-05,-0.002962860166502729,-3.972083778195346e-05,-0.0030025810042846827,-0.003030581004701915,2018,2009-2018,supervised
152,2018-10-29T00:00:00+00:00,2018-10-30T00:00:00+00:00,JPY/EUR,entry,-0.0003691697764120574,True,1,-0.800000011920929,0.0,0.0,-767197.679424077,-767197.679424077,0.0,767197.679424077,19.17994198560193,0.0,19.17994198560193,15.343953588481542,34.52389557408347,3.600000053644181e-05,0.001421187394257355,-1.0742526105276595e-05,0.0014104448681520785,0.0013744448676156367,2018,2009-2018,supervised
152,2018-10-29T00:00:00+00:00,2018-10-30T00:00:00+00:00,JPY/GBP,exit,-0.00023408139608476755,True,6,0.0,0.800000011920929,769826.6694469824,-769826.6694469824,-767197.679424077,-2628.9900229054037,769826.6694469824,23.094800083409474,0.0,23.094800083409474,0.0,23.094800083409474,2.408224221416906e-05,-0.0,-0.0,-0.0,-2.408224221416906e-05,2018,2009-2018,supervised
152,2018-10-29T00:00:00+00:00,2018-10-30T00:00:00+00:00,JPY/AUD,inactive,-0.00012003989867663501,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2018,2009-2018,supervised
152,2018-10-29T00:00:00+00:00,2018-10-30T00:00:00+00:00,JPY/CHF,exit,-0.000292483544645132,True,5,0.0,-0.800000011920929,-768612.1679416746,768612.1679416746,767197.679424077,1414.4885175975505,768612.1679416746,26.90142587795861,0.0,26.90142587795861,0.0,26.90142587795861,2.8051624242675563e-05,0.0,0.0,0.0,-2.8051624242675563e-05,2018,2009-2018,supervised
152,2018-10-29T00:00:00+00:00,2018-10-30T00:00:00+00:00,JPY/CAD,entry,0.00025059417706795603,True,9,0.800000011920929,0.0,0.0,767197.679424077,767197.679424077,0.0,767197.679424077,26.851918779842695,0.0,26.851918779842695,15.343953588481542,42.19587236832424,4.4000000655651097e-05,-0.0012063769640409975,-3.057300569958281e-05,-0.0012369499697405804,-0.0012809499703962314,2018,2009-2018,supervised
152,2018-10-29T00:00:00+00:00,2018-10-30T00:00:00+00:00,JPY/NZD,reversal,-0.000357659869288329,True,2,-0.800000011920929,0.800000011920929,770776.9248218226,-1537974.6042458997,-1534395.358848154,-3579.245397745515,1537974.6042458997,61.518984169835996,0.0,61.518984169835996,15.343953588481542,76.86293775831754,8.014929238197315e-05,0.003415997039236291,3.948001323071183e-05,0.0034554770524670027,0.0033753277600850297,2018,2009-2018,supervised
152,2018-10-29T00:00:00+00:00,2018-10-30T00:00:00+00:00,JPY/NOK,exit,-0.0003033158311179138,True,4,0.0,-0.800000011920929,-771402.4159137235,771402.4159137235,767197.679424077,4204.736489646486,771402.4159137235,46.28414495482341,0.0,46.28414495482341,0.0,46.28414495482341,4.8263071576812574e-05,-0.0,-0.0,-0.0,-4.8263071576812574e-05,2018,2009-2018,supervised
152,2018-10-29T00:00:00+00:00,2018-10-30T00:00:00+00:00,JPY/SEK,inactive,-0.00031203635854167673,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2018,2009-2018,supervised
153,2018-10-30T00:00:00+00:00,2018-10-31T00:00:00+00:00,JPY/USD,exit,0.0002457085919898728,True,7,0.0,0.800000011920929,764356.3051611681,-764356.3051611681,-767456.8731050999,3100.56794393179,764356.3051611681,11.465344577417522,0.0,11.465344577417522,0.0,11.465344577417522,1.1951519518615964e-05,-0.0,-0.0,-0.0,-1.1951519518615964e-05,2018,2009-2018,supervised
153,2018-10-30T00:00:00+00:00,2018-10-31T00:00:00+00:00,JPY/EUR,exit,-3.572506801156457e-06,True,4,0.0,-0.800000011920929,-765834.7648557598,765834.7648557598,767456.8731050999,-1622.10824934009,765834.7648557598,19.145869121393996,0.0,19.145869121393996,0.0,19.145869121393996,1.9957728000247107e-05,-0.0,0.0,0.0,-1.9957728000247107e-05,2018,2009-2018,supervised
153,2018-10-30T00:00:00+00:00,2018-10-31T00:00:00+00:00,JPY/GBP,inactive,0.0001927567511359374,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2018,2009-2018,supervised
153,2018-10-30T00:00:00+00:00,2018-10-31T00:00:00+00:00,JPY/AUD,inactive,9.27098215494312e-05,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2018,2009-2018,supervised
153,2018-10-30T00:00:00+00:00,2018-10-31T00:00:00+00:00,JPY/CHF,entry,-0.00017365845043549244,True,1,-0.800000011920929,0.0,0.0,-767456.8731050999,-767456.8731050999,0.0,767456.8731050999,26.860990558678495,0.0,26.860990558678495,15.349137462101998,42.210128020780495,4.4000000655651097e-05,0.0024186117426629314,-1.8973279540295476e-05,0.0023996384631226357,0.0023556384624669846,2018,2009-2018,supervised
153,2018-10-30T00:00:00+00:00,2018-10-31T00:00:00+00:00,JPY/CAD,retained,0.00039255219839734847,True,8,0.800000011920929,0.800000011920929,766040.7674321627,1416.1056729372358,0.0,1416.1056729372358,1416.1056729372358,0.04956369855280325,0.0,0.04956369855280325,15.349137462101998,15.398701160654802,1.6051665629429626e-05,-0.005765297345436638,-3.03985177058072e-05,-0.005795695863142445,-0.005811747528771874,2018,2009-2018,supervised
153,2018-10-30T00:00:00+00:00,2018-10-31T00:00:00+00:00,JPY/NZD,exit,-3.4449212434343745e-05,True,3,0.0,-0.800000011920929,-763921.7482211151,763921.7482211151,767456.8731050999,-3535.1248839847976,763921.7482211151,30.556869928844606,0.0,30.556869928844606,0.0,30.556869928844606,3.185259936292766e-05,-0.0,-0.0,-0.0,-3.185259936292766e-05,2018,2009-2018,supervised
153,2018-10-30T00:00:00+00:00,2018-10-31T00:00:00+00:00,JPY/NOK,entry,0.0005224251298120331,True,9,0.800000011920929,0.0,0.0,767456.8731050999,767456.8731050999,0.0,767456.8731050999,46.04741238630599,0.0,46.04741238630599,15.349137462101998,61.39654984840799,6.400000095367432e-05,-0.0032733405388056273,-2.0714893455935204e-05,-0.0032940554322615626,-0.003358055433215237,2018,2009-2018,supervised
153,2018-10-30T00:00:00+00:00,2018-10-31T00:00:00+00:00,JPY/SEK,entry,-0.00010324384648895688,True,2,-0.800000011920929,0.0,0.0,-767456.8731050999,-767456.8731050999,0.0,767456.8731050999,46.04741238630599,0.0,46.04741238630599,15.349137462101998,61.39654984840799,6.400000095367432e-05,0.003168398659509826,-1.683170339245354e-05,0.0031515669561173725,0.003087566955163698,2018,2009-2018,supervised
154,2018-10-31T00:00:00+00:00,2018-11-01T00:00:00+00:00,JPY/USD,entry,-0.0005674948416419033,True,1,-0.800000011920929,0.0,0.0,-764547.9357387556,-764547.9357387556,0.0,764547.9357387556,11.468219036081335,0.0,11.468219036081335,15.290958714775114,26.75917775085645,2.8000000417232515e-05,-0.0014249162879317794,4.1718009961557135e-05,-0.0013831982779702221,-0.0014111982783874546,2018,2009-2018,supervised
154,2018-10-31T00:00:00+00:00,2018-11-01T00:00:00+00:00,JPY/EUR,entry,0.0005232842825891996,True,9,0.800000011920929,0.0,0.0,764547.9357387556,764547.9357387556,0.0,764547.9357387556,19.11369839346889,0.0,19.11369839346889,15.290958714775114,34.404657108244,3.60000005364418e-05,0.0034266826365207895,9.905260617831573e-06,0.0034365878971386213,0.0034005878966021793,2018,2009-2018,supervised
154,2018-10-31T00:00:00+00:00,2018-11-01T00:00:00+00:00,JPY/GBP,inactive,-7.936132978638355e-05,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2018,2009-2018,supervised
154,2018-10-31T00:00:00+00:00,2018-11-01T00:00:00+00:00,JPY/AUD,inactive,0.00046870225256838904,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2018,2009-2018,supervised
154,2018-10-31T00:00:00+00:00,2018-11-01T00:00:00+00:00,JPY/CHF,retained,-0.0002701232005033571,True,2,-0.800000011920929,-0.800000011920929,-765136.6478830747,588.7121443190845,0.0,588.7121443190845,588.7121443190845,0.020604925051167955,0.0,0.020604925051167955,15.290958714775114,15.311563639826282,1.6021560613531798e-05,-0.0036947253159553416,-1.8282049093495184e-05,-0.0037130073650488366,-0.0037290289256623685,2018,2009-2018,supervised
154,2018-10-31T00:00:00+00:00,2018-11-01T00:00:00+00:00,JPY/CAD,exit,-9.361167703659514e-05,True,3,0.0,0.800000011920929,761926.1018459523,-761926.1018459523,-764547.9357387556,2621.83389280329,761926.1018459523,26.667413564608328,0.0,26.667413564608328,0.0,26.667413564608328,2.7903981127060113e-05,0.0,-0.0,0.0,-2.7903981127060113e-05,2018,2009-2018,supervised
154,2018-10-31T00:00:00+00:00,2018-11-01T00:00:00+00:00,JPY/NZD,entry,0.0004995335380110918,True,8,0.800000011920929,0.0,0.0,764547.9357387556,764547.9357387556,0.0,764547.9357387556,30.581917429550227,0.0,30.581917429550227,15.290958714775114,45.87287614432534,4.800000071525574e-05,0.00551996637418141,-4.082772492728641e-05,0.005479138649254123,0.005431138648538868,2018,2009-2018,supervised
154,2018-10-31T00:00:00+00:00,2018-11-01T00:00:00+00:00,JPY/NOK,exit,0.00043046863399814157,True,6,0.0,0.800000011920929,764316.6885337423,-764316.6885337423,-764547.9357387556,231.24720501329284,764316.6885337423,45.85900131202454,0.0,45.85900131202454,0.0,45.85900131202454,4.798548250719163e-05,0.0,-0.0,0.0,-4.798548250719163e-05,2018,2009-2018,supervised
154,2018-10-31T00:00:00+00:00,2018-11-01T00:00:00+00:00,JPY/SEK,exit,0.000136908565668887,True,5,0.0,-0.800000011920929,-764417.36149042,764417.36149042,764547.9357387556,-130.57424833567347,764417.36149042,45.8650416894252,0.0,45.8650416894252,0.0,45.8650416894252,4.799180297680072e-05,0.0,0.0,0.0,-4.799180297680072e-05,2018,2009-2018,supervised
155,2018-11-01T00:00:00+00:00,2018-11-02T00:00:00+00:00,JPY/USD,reversal,0.0002883507179352019,True,9,0.800000011920929,-0.800000011920929,-765909.7067266371,1533185.257499741,1534551.1015462074,-1365.8440464666346,1533185.257499741,22.997778862496116,0.0,22.997778862496116,15.345511015462076,38.34328987795819,3.9978639132377606e-05,0.0009652776887499855,-4.169408356872301e-05,0.0009235836051812625,0.0008836049660488848,2018,2009-2018,supervised
155,2018-11-01T00:00:00+00:00,2018-11-02T00:00:00+00:00,JPY/EUR,exit,-3.549790947429036e-05,True,6,0.0,0.800000011920929,767822.7646101867,-767822.7646101867,-767275.5507731037,-547.2138370829634,767822.7646101867,19.195569115254667,0.0,19.195569115254667,0.0,19.195569115254667,2.0014264113537368e-05,-0.0,0.0,0.0,-2.0014264113537368e-05,2018,2009-2018,supervised
155,2018-11-01T00:00:00+00:00,2018-11-02T00:00:00+00:00,JPY/GBP,entry,-0.00044797478455594177,True,1,-0.800000011920929,0.0,0.0,-767275.5507731037,-767275.5507731037,0.0,767275.5507731037,23.018266523193113,0.0,23.018266523193113,15.345511015462076,38.363777538655185,4.000000059604644e-05,0.013336936330798162,1.6184353516517725e-05,0.01335312068431468,0.013313120683718633,2018,2009-2018,supervised
155,2018-11-01T00:00:00+00:00,2018-11-02T00:00:00+00:00,JPY/AUD,inactive,-0.00030993685547411583,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2018,2009-2018,supervised
155,2018-11-01T00:00:00+00:00,2018-11-02T00:00:00+00:00,JPY/CHF,exit,-0.0002141176108270645,True,4,0.0,-0.800000011920929,-768078.928952934,768078.928952934,767275.5507731037,803.3781798302662,768078.928952934,26.882762513352688,0.0,26.882762513352688,0.0,26.882762513352688,2.8029317902127967e-05,-0.0,0.0,0.0,-2.8029317902127967e-05,2018,2009-2018,supervised
155,2018-11-01T00:00:00+00:00,2018-11-02T00:00:00+00:00,JPY/CAD,entry,-0.0004235317566669626,True,2,-0.800000011920929,0.0,0.0,-767275.5507731037,-767275.5507731037,0.0,767275.5507731037,26.85464427705863,0.0,26.85464427705863,15.345511015462076,42.200155292520705,4.400000065565109e-05,0.0031314058756801906,3.2038484366339796e-05,0.0031634443600465304,0.0031194443593908793,2018,2009-2018,supervised
155,2018-11-01T00:00:00+00:00,2018-11-02T00:00:00+00:00,JPY/NZD,exit,-6.272767023379278e-05,True,5,0.0,0.800000011920929,769823.2842810565,-769823.2842810565,-767275.5507731037,-2547.7335079527693,769823.2842810565,30.79293137124226,0.0,30.79293137124226,0.0,30.79293137124226,3.210625627162587e-05,-0.0,-0.0,-0.0,-3.210625627162587e-05,2018,2009-2018,supervised
155,2018-11-01T00:00:00+00:00,2018-11-02T00:00:00+00:00,JPY/NOK,entry,0.00020834797418404225,True,8,0.800000011920929,0.0,0.0,767275.5507731037,767275.5507731037,0.0,767275.5507731037,46.036533046386225,0.0,46.036533046386225,15.345511015462076,61.382044061848305,6.400000095367432e-05,-0.006345035208233374,-2.2613730843320645e-05,-0.006367648939076695,-0.006431648940030369,2018,2009-2018,supervised
155,2018-11-01T00:00:00+00:00,2018-11-02T00:00:00+00:00,JPY/SEK,inactive,7.442951750253083e-05,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2018,2009-2018,supervised
156,2018-11-02T00:00:00+00:00,2018-11-05T00:00:00+00:00,JPY/USD,exit,-0.00012511433901783806,True,4,0.0,0.800000011920929,768201.3432221642,-768201.3432221642,-775565.4806600042,7364.137437839992,768201.3432221642,11.523020148332463,0.0,11.523020148332463,0.0,11.523020148332463,1.18860579614583e-05,-0.0,-0.0,-0.0,-1.18860579614583e-05,2018,2009-2018,supervised
156,2018-11-02T00:00:00+00:00,2018-11-05T00:00:00+00:00,JPY/EUR,entry,-0.00036466828995012973,True,2,-0.800000011920929,0.0,0.0,-775565.4806600042,-775565.4806600042,0.0,775565.4806600042,19.389137016500104,0.0,19.389137016500104,46.53392883960026,65.92306585610037,6.800000101327898e-05,0.002451159068924746,-2.9498382228772763e-05,0.0024216606866959735,0.0023536606856826947,2018,2009-2018,supervised
156,2018-11-02T00:00:00+00:00,2018-11-05T00:00:00+00:00,JPY/GBP,exit,-8.347021058408141e-05,True,5,0.0,-0.800000011920929,-754484.1695026614,754484.1695026614,775565.4806600042,-21081.311157342745,754484.1695026614,22.634525085079844,0.0,22.634525085079844,0.0,22.634525085079844,2.334763574376583e-05,-0.0,-0.0,-0.0,-2.334763574376583e-05,2018,2009-2018,supervised
156,2018-11-02T00:00:00+00:00,2018-11-05T00:00:00+00:00,JPY/AUD,inactive,0.0003520950538242005,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2018,2009-2018,supervised
156,2018-11-02T00:00:00+00:00,2018-11-05T00:00:00+00:00,JPY/CHF,inactive,0.00014623153469541135,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2018,2009-2018,supervised
156,2018-11-02T00:00:00+00:00,2018-11-05T00:00:00+00:00,JPY/CAD,retained,-0.0006609156470778125,True,1,-0.800000011920929,-0.800000011920929,-764272.2368579109,-11293.243802093319,0.0,-11293.243802093319,11293.243802093319,0.3952635330732661,0.0,0.3952635330732661,46.53392883960026,46.929192372673526,4.8407717199622004e-05,0.002371684997911735,9.620708792544065e-05,0.0024678920858371752,0.002419484368637553,2018,2009-2018,supervised
156,2018-11-02T00:00:00+00:00,2018-11-05T00:00:00+00:00,JPY/NZD,entry,0.0006828217850452147,True,9,0.800000011920929,0.0,0.0,775565.4806600042,775565.4806600042,0.0,775565.4806600042,31.02261922640017,0.0,31.02261922640017,46.53392883960026,77.55654806600043,8.000000119209291e-05,-0.0028719228865983393,-0.00012120714778467217,-0.0029931300343830113,-0.0030731300355751044,2018,2009-2018,supervised
156,2018-11-02T00:00:00+00:00,2018-11-05T00:00:00+00:00,JPY/NOK,exit,-0.00036381445711619826,True,3,0.0,0.800000011920929,761190.0628836945,-761190.0628836945,-775565.4806600042,14375.417776309652,761190.0628836945,45.67140377302167,0.0,45.67140377302167,0.0,45.67140377302167,4.711030141745079e-05,-0.0,-0.0,-0.0,-4.711030141745079e-05,2018,2009-2018,supervised
156,2018-11-02T00:00:00+00:00,2018-11-05T00:00:00+00:00,JPY/SEK,entry,0.00047045430392657133,True,8,0.800000011920929,0.0,0.0,775565.4806600042,775565.4806600042,0.0,775565.4806600042,46.53392883960025,0.0,46.53392883960025,46.53392883960026,93.0678576792005,9.600000143051147e-05,-0.003115874012055722,5.108791459470585e-05,-0.003064786097461016,-0.0031607860988915274,2018,2009-2018,supervised
157,2018-11-05T00:00:00+00:00,2018-11-06T00:00:00+00:00,JPY/USD,entry,-0.000132211840508789,True,2,-0.800000011920929,0.0,0.0,-774368.6938749396,-774368.6938749396,0.0,774368.6938749396,11.615530408124094,0.0,11.615530408124094,15.487373877498793,27.102904285622888,2.800000041723252e-05,0.0007558925370900057,4.160448840628203e-05,0.0007974970254962877,0.0007694970250790552,2018,2009-2018,supervised
157,2018-11-05T00:00:00+00:00,2018-11-06T00:00:00+00:00,JPY/EUR,exit,9.825795464972305e-06,True,4,0.0,-0.800000011920929,-773189.1877435828,773189.1877435828,774368.6938749396,-1179.5061313568149,773189.1877435828,19.32972969358957,0.0,19.32972969358957,0.0,19.32972969358957,1.9969536614295762e-05,-0.0,0.0,0.0,-1.9969536614295762e-05,2018,2009-2018,supervised
157,2018-11-05T00:00:00+00:00,2018-11-06T00:00:00+00:00,JPY/GBP,inactive,-8.922596927625525e-05,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2018,2009-2018,supervised
157,2018-11-05T00:00:00+00:00,2018-11-06T00:00:00+00:00,JPY/AUD,inactive,0.0003604677846224956,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,2018,2009-2018,supervised
